Simbolo,Codice Alimento,Nome Alimento ITA,Nome Alimento ENG,Nome Scientifico,Categoria Merceologica,parte edibile,"Energia, Ric con fibra (kcal)","Energia, Ric con fibra (kJ)",Proteine totali,Proteine animali,Proteine vegetali,Lipidi totali,Lipidi animali,Lipidi vegetali,Colesterolo,Carboidrati disponibili (MSE),Amido (MSE),Carboidrati solubili (MSE),Fibra alimentare totale,Alcol,Acqua,Ferro,Calcio,Sodio,Potassio,Fosforo,Zinco,Magnesio,Rame,Selenio,Cloro,Iodio,Manganese,Zolfo,"Vitamina B1, Tiamina","Vitamina B2, Riboflavina",Vitamina C,Niacina,Vitamina B6,Folati totali,Acido pantotenico,Biotina,Vitamina B12,Retinolo equivalenti (RE),Retinolo,ß-carotene equivalenti,Vitamina E (ATE),Vitamina D,Vitamina K,Acidi grassi saturi totali,"Somma degli acidi butirrico (C4:0), caproico (C6:0), caprilico (C8:0) e caprico (C10:0)",Acido laurico (C12:0),Acido miristico (C14:0),Acido palmitico (C16:0),Acido stearico (C18:0),Acido arachidico (C20:0),Acido beenico (C22:0),Acidi grassi monoinsaturi totali,Acido miristoleico (C14:1),Acido palmitoleico (C16:1ω-7),Acido oleico (C18:1ω-9cis),Acidi eicosenoico (C20:1ω-9),Acido erucico (C22:1ω-9),Acidi grassi polinsaturi totali,Acido linoleico (C18:2ω-6),Acido linolenico (C18:3ω-3),Acido arachidonico (C20:4ω-6),Acido eicosapentaenoico (EPA) (C20:5ω-3),Acido docosaesaenoico (DHA) (C22:6ω-3),Altri acidi grassi polinsaturi,Triptofano,Treonina,Isoleucina,Leucina,Lisina,Metionina,Cistina,Fenilalanina,Tirosina,Valina,Arginina,Istidina,Alanina,Acido aspartico,Acido glutammico,Glicina,Prolina,Serina,Glucosio,Fruttosio,Galattosio,Saccarosio (MSE),Maltosio (MSE),Lattosio (MSE)
1,100173_1,"FUNGHI, IN SCATOLA","MUSHROOMS, canned",,2007,100,32,133,3,0,3,"0,4",0,"0,4",0,3,0,3,"2,4",0,92,"0,1",20,250,150,70,"0,7",-3,-3,-3,-3,-3,-3,-3,"0,02","0,19",2,"1,6","0,06",12,-3,-3,-3,0,0,0,"0,12","2,1",-3,"0,05",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,"0,01",-3,-3,"0,16","0,15",-2,-3,-3,-3,"0,01",70,158,121,235,180,44,27,120,117,157,211,68,265,274,495,146,119,135,-3,-3,-3,-3,-3,-3
1,100174_1,"FUNGHI, secchi","MUSHROOMS, dried",,2007,100,282,1190,"40,6",0,"40,6","4,6",0,"4,6",0,"15,6","1,8","13,8",10,0,13,"28,9",28,87,2846,612,"12,2",-3,-3,-3,-3,-3,-3,-3,"0,3","1,27",2,"14,1","0,97",163,-3,-3,-3,0,0,0,"0,12","2,1",-3,"1,15",-3,-3,-3,-3,-3,-3,-3,"1,43",-3,-3,"0,65",-3,-3,"0,65","0,59","0,06",-3,-3,-3,0,941,2141,1642,3174,2436,591,369,1624,1587,2122,2860,923,3580,3709,6699,1975,1606,1827,-3,-3,-3,-3,-3,-3
1,327_1,"FUNGHI, OVULI","MUSHROOMS, ""OVULI"" TYPE","Amanita caesaria, ovulo edule",2007,87,21,89,2,0,2,"0,3",0,"0,3",0,"1,9","0,95","0,95","1,7",0,"92,9","1,1",17,5,320,89,"0,4",-3,-3,-3,-3,-3,-3,-3,"0,1","0,31",3,4,"0,18",44,-3,-3,-3,0,0,0,"0,12","2,1",-3,"0,07",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,"0,17","0,03","0,14",-3,-3,-3,0,46,105,81,156,120,29,18,80,78,105,141,45,176,183,330,97,79,90,-3,-3,-3,-3,-3,-3
1,328_1,"FUNGHI, PORCINI","MUSHROOMS, ""PORCINO"" TYPE",Boletus edulis,2007,92,32,135,"3,9",0,"3,9","0,7",0,"0,7",0,"1,4","0,2","1,2","2,5",0,92,"1,2",22,52,235,142,"0,1",-3,-3,-3,-3,-3,-3,-3,"0,38","0,26",3,4,"0,18",44,-3,-3,-3,0,0,0,"0,12","3,1",-3,"0,15",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,"0,38","0,07","0,31",-3,-3,-3,0,38,181,109,207,154,58,51,118,65,143,140,78,314,313,417,259,207,187,-3,-3,-3,-3,-3,-3
1,329_1,"FUNGHI, PRATAIOLI, COLTIVATI","MUSHROOMS, COMMON",Agaricus campestris,2007,90,23,98,"2,3",0,"2,3","0,4",0,"0,4",0,"1,9","0,95","0,95","1,7",0,"92,1","1,2",10,5,320,102,"0,4",-3,-3,-3,-3,-3,-3,-3,"0,1","0,13",4,"4,2","0,18",44,-3,-3,-3,0,0,0,"0,12",0,-3,"0,1",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,-2,-3,-3,"0,22","0,04","0,18",-3,-3,-3,0,53,121,93,180,138,33,21,92,90,120,162,52,203,210,379,112,91,103,-3,-3,-3,-3,-3,-3
1,346_1,"TARTUFO, NERO","TRUFFLE, black",Tuber melanosporum,2007,79,48,200,6,0,6,"0,5",0,"0,5",0,"0,7",0,"0,7","8,5",0,"76,3","3,5",24,55,368,62,"3,8",-3,-3,-3,-3,-3,-3,-3,"0,05","0,09",1,2,"0,18",44,-3,-3,-3,0,0,0,"0,12",0,-3,"0,11",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,"0,27","0,05","0,22",-3,-3,-3,0,139,316,243,469,360,87,55,240,235,314,423,136,529,548,990,292,237,270,-3,-3,-3,-3,-3,-3
1,603551_1,"FUNGHI, PORCINELLI","MUSHROOMS, ""PORCINELLI"" TYPE",Lecinum scabrum,2007,70,37,152,"3,1",0,"3,1","0,6",0,"0,6",0,"1,6","0,3","1,3","6,49",0,"88,5","1,6",2,2,360,83,"0,1",-3,-3,-3,-3,-3,-3,-3,"0,1","0,44",7,"4,9","0,18",44,-3,-3,-3,0,0,0,"0,12","3,1",-3,"0,13",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,"0,33","0,06","0,27",-3,-3,-3,0,72,163,125,242,186,45,28,124,121,162,218,70,273,283,511,151,123,140,-3,-3,-3,-3,-3,-3
1,603552_1,"FUNGHI, CHIODINI","MUSHROOMS, HONEY",Armillaria mellea,2007,50,29,118,"2,1",0,"2,1","0,7",0,"0,7",0,"0,1","0,05","0,05","6,81",0,89,"0,89",4,5,429,121,"0,4",-3,-3,-3,-3,-3,-3,-3,"0,1","0,13",5,"4,2","0,18",44,-3,-3,-3,0,0,0,"0,12","2,1",-3,"0,15",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,"0,38","0,07","0,31",-3,-3,-3,0,49,111,85,164,126,31,19,84,82,110,148,48,185,192,346,102,83,94,-3,-3,-3,-3,-3,-3
1,603553_1,"FUNGHI, SPUGNOLI","MUSHROOMS, MOREL",Morchella esculenta,2007,83,31,126,"1,7",0,"1,7","0,3",0,"0,3",0,"1,9","0,95","0,95","7,01",0,90,"1,2",11,2,390,162,"0,4",-3,-3,-3,-3,-3,-3,-3,"0,13","0,06",5,"4,2","0,18",44,-3,-3,-3,0,0,0,"0,188","3,1",-3,"0,07",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,"0,17","0,03","0,14",-3,-3,-3,0,39,90,69,133,102,25,15,68,66,89,120,39,150,155,281,83,67,77,-3,-3,-3,-3,-3,-3
1,603554_1,"FUNGHI, GALLINACCI","MUSHROOMS, CHANTERELLE",Cantharellus cibarius fries,2007,61,21,86,"1,6",0,"1,6","0,5",0,"0,5",0,"0,2",0,"0,2","4,7",0,"91,5","6,5",4,3,367,56,"0,65",-3,-3,-3,-3,-3,-3,-3,"0,02","0,23",6,"6,5","0,18",44,-3,-3,-3,217,0,1300,"0,12","2,1",-3,"0,09",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,"0,27","0,05","0,22",-3,-3,-3,0,37,84,65,125,96,23,15,64,63,84,113,36,141,146,264,78,63,72,-3,-3,-3,-3,-3,-3
1,603558_1,"FUNGHI, GALLINACCI, secchi","MUSHROOMS, CHANTERELLE, dried",Cantharellus cibarius fries,2007,100,214,875,"16,5",0,"16,5","2,2",0,"2,2",0,"1,8","0,9","0,9","60,5",0,10,"17,2",85,32,5370,581,"0,4",-3,-3,-3,-3,-3,-3,-3,"0,1","0,13",2,"4,2","0,18",44,-3,-3,-3,0,0,0,"0,12","2,1",-3,"0,52",-3,-3,-3,-3,-3,-3,-3,"0,03",-3,-3,"0,02",-3,-3,"1,21","0,23","0,98",-3,-3,-3,0,383,870,668,1290,990,240,150,660,645,863,1163,375,1455,1508,2723,803,653,743,-3,-3,-3,-3,-3,-3
1,8036_1,"FUNGHI, SHIITAKE, secchi","MUSHROOMS, SHIITAKE, dried",Lentinus edodes,2007,100,337,1428,"16,3",0,"16,3",1,0,1,0,"63,9","7,4","56,5","11,5",0,"9,5","1,7",11,13,1530,290,"7,7",-3,-3,-3,-3,-3,-3,-3,"0,3","1,27",-2,"14,1","0,97",163,-3,-3,-3,0,0,0,"0,12","2,1",-3,"0,25",-3,-3,-3,-3,-3,-3,-3,"0,31",-3,-3,"0,14",-3,-3,"0,14","0,13","0,01",-3,-3,-3,0,378,859,659,1274,978,237,148,652,637,852,1148,370,1437,1489,2689,793,645,733,-3,-3,-3,-3,-3,-3
1,100171_1,CICORIA CATALOGNA,"CHICORY, ""catalonia"" type","Chicorium intybus, cv catalogna",2008,80,30,125,"1,8",0,"1,8","0,5",0,"0,5",0,"3,2","0,2",3,"3,1",0,90,"0,7",74,21,358,31,"0,3",30,"0,13","0,3",25,2,"0,43",13,"0,03","0,19",17,"0,3","0,11",110,"1,16","4,8",0,219,0,1315,"2,26",0,-3,"0,12",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,"0,01",-3,-3,"0,22","0,19","0,03",-3,-3,-3,0,16,75,69,115,69,33,-3,93,48,98,82,29,78,209,186,75,94,60,"1,3","1,7",0,-2,0,0
1,100181_1,SCAROLA,"LETTUCE, ""SCAROLA"" TYPE",Lactuca scarola,2008,60,18,74,"1,6",0,"1,6","0,2",0,"0,2",0,"1,7",0,"1,7","1,5",0,93,"0,3",30,9,240,23,"0,2",-3,-3,-3,-3,-3,-3,-3,"0,06","0,07",15,"0,4","0,02",156,-3,-3,-3,167,0,1000,"0,57",0,-3,"0,05",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,"0,09","0,07","0,01",-3,-3,-3,"0,01",14,67,61,102,61,29,-3,83,43,87,73,26,69,186,165,67,84,53,-3,-3,-3,-3,-3,-3
1,19072_1,VALERIANA,VALERIAN,Valerianella olitoria,2008,100,28,118,2,0,2,"0,4",0,"0,4",0,"3,6",0,"3,6","1,5",0,"92,8","2,2",38,4,459,53,"0,6",-3,-3,-3,-3,-3,-3,-3,"0,07","0,09",38,"0,42","0,27",14,-3,-3,-3,709,0,4254,"0,6",0,-3,"0,05",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,"0,01",-3,-3,"0,21","0,06","0,15",-3,-3,-3,0,18,83,77,128,77,37,-3,103,53,109,91,32,87,232,207,83,104,67,-3,-3,-3,-3,-3,-3
1,302_1,AGRETTI,GARDEN CRESS,Lepidum sativum,2008,97,22,92,"1,8",0,"1,8","0,2",0,"0,2",0,"2,2",0,"2,2","2,3",0,"92,3","1,2",131,14,606,34,"0,2",-3,-3,-3,-3,-3,-3,-3,"0,03","0,19",24,"0,8","0,247",80,-3,-3,-3,392,0,2352,"0,7",0,-3,"0,01",-3,-3,-3,-3,-3,-3,-3,"0,07",-3,-3,"0,02",-3,-3,"0,07","0,04","0,02",-3,-3,-3,"0,01",28,96,87,171,131,38,29,110,90,110,115,46,114,179,211,93,87,86,-3,-3,-3,-3,-3,-3
1,307_1,BIETA,SWISS CHARD,"Beta vulgaris, cv cicla",2008,82,19,80,"1,3",0,"1,3","0,1",0,"0,1",0,"2,8",0,"2,8","1,2",0,"94,5",1,67,158,286,29,"0,4",-3,-3,-3,-3,-3,-3,-3,"0,03","0,19",24,"1,8","0,07",124,-3,-3,-3,263,0,1578,"1,05",0,-3,"0,02",-3,-3,-3,-3,-3,-3,-3,"0,02",-3,-3,"0,02",-3,-3,"0,04","0,03",-2,-3,-3,-3,"0,01",21,62,40,93,60,17,20,54,50,60,60,33,78,125,258,78,50,68,-3,-3,-3,-3,-3,-3
1,319_1,CICORIA,CHICORY (for cooking),Cichorium intybus,2008,80,17,71,"1,4",0,"1,4","0,2",0,"0,2",0,"0,7",0,"0,7","3,6",0,"93,4","0,7",74,14,236,31,"0,2",7,"0,09","0,3",29,2,"0,35",15,"0,03","0,19",17,"0,3","0,01",16,"1,16","4,8",0,219,0,1314,"2,26",0,-3,"0,05",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,"0,09","0,07","0,01",-3,-3,-3,"0,01",12,58,54,89,54,26,-3,72,37,76,64,23,61,163,145,58,73,47,"0,3","0,4",0,-2,0,0
1,320_1,"CICORIA, DA TAGLIO","CHICORY, LOOSE LEAF","Chicorium intybus, cv barba di frate",2008,89,19,80,"1,2",0,"1,2","0,1",0,"0,1",0,"1,7",0,"1,7","3,6",0,95,"1,5",150,7,180,26,"0,2",5,"0,14","0,3",22,2,"0,26",11,"0,03","0,08",8,"0,3","0,01",12,"1,16","4,8",0,267,0,1602,"2,26",0,-3,"0,02",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,"0,04","0,04","0,01",-3,-3,-3,0,11,50,46,77,46,22,-3,62,32,65,55,19,52,139,124,50,63,40,"0,7",1,0,0,0,0
1,321_1,"CICORIA, WITLOOF","CHICORY, WITLOOF","Chicorium intybus, cv. Witloof",2008,100,19,79,"0,7",0,"0,7","0,3",0,"0,3",0,"3,2",0,"3,2","0,6",0,"94,3","0,3",18,1,170,26,"0,2",6,"0,05","0,2",25,2,"0,3",13,"0,04","0,03",3,"0,3","0,01",14,"0,15","4,8",0,10,0,60,"2,26",0,-3,"0,07",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,"0,01",-3,-3,"0,13","0,11","0,02",-3,-3,-3,0,6,29,27,45,27,13,-3,36,19,38,32,11,30,81,72,29,37,23,"1,4","1,8",0,-2,0,0
1,326_1,"RAPA, FOGLIE","TURNIP, GREEN LEAVES",Brassica rapa,2008,63,27,112,"2,6",0,"2,6","0,1",0,"0,1",0,"2,8",0,"2,8","2,4",0,"92,5","2,7",169,34,249,48,"0,2",-3,-3,-3,-3,-3,-3,-3,"0,08","0,37",81,"1,8","0,22",163,-3,-3,-3,299,0,1794,"2,44",0,-3,"0,02",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,-2,-3,-3,"0,04","0,01","0,03",-3,-3,-3,0,27,99,82,140,82,27,30,79,48,110,219,67,134,172,229,125,95,109,-3,-3,-3,-3,-3,-3
1,330_1,INDIVIA,ENDIVE,Chicorium endivia,2008,69,20,82,"0,9",0,"0,9","0,3",0,"0,3",0,"2,7",0,"2,7","1,6",0,93,"1,7",93,10,380,31,"0,4",-3,-3,-3,-3,-3,-3,-3,"0,05","0,3",35,"0,5","0,02",156,-3,-3,-3,213,0,1278,"0,57",0,-3,"0,07",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,"0,01",-3,-3,"0,13","0,11","0,02",-3,-3,-3,0,8,38,35,58,35,17,-3,47,24,49,41,15,39,105,93,38,47,30,-3,-3,-3,-3,-3,-3
1,331_1,LATTUGA,LETTUCE,Lactuca sativa,2008,80,22,93,"1,8",0,"1,8","0,4",0,"0,4",0,"2,2",0,"2,2","1,5",0,"94,3","0,8",45,9,240,31,"0,2",-3,-3,-3,-3,-3,-3,-3,"0,05","0,18",6,"0,7","0,05",64,-3,-3,-3,229,0,1374,"0,66",0,-3,"0,05",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,"0,01",-3,-3,"0,21","0,06","0,15",-3,-3,-3,0,16,75,69,115,69,33,-3,93,48,98,82,29,78,209,186,75,94,60,-3,-3,-3,-3,-3,-3
1,332_1,"LATTUGA, A CAPPUCCIO","LETTUCE, BUTTERHEAD","Lactuca sativa, cv capitata",2008,92,22,91,"1,5",0,"1,5","0,2",0,"0,2",0,3,0,3,"1,3",0,"92,2","1,2",53,7,501,25,"0,6",-3,-3,-3,-3,-3,-3,-3,"0,08","0,18",27,"0,3","0,11",79,-3,-3,-3,237,0,1422,"0,79",0,-3,"0,03",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,"0,01",-3,-3,"0,11","0,03","0,08",-3,-3,-3,0,13,63,58,96,58,28,-3,78,40,82,68,24,65,174,155,63,78,50,-3,-3,-3,-3,-3,-3
1,333_1,"LATTUGA, DA TAGLIO","LETTUCE, LOOSELEAF","Lactuca sativa, cv acephala",2008,83,17,73,"1,1",0,"1,1","0,1",0,"0,1",0,"2,2",0,"2,2","1,9",0,"95,6","0,9",46,9,264,22,"0,3",-3,-3,-3,-3,-3,-3,-3,"0,04","0,09",59,"0,4","0,06",50,-3,-3,-3,194,0,1164,"0,44",0,-3,"0,01",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,"0,05","0,02","0,04",-3,-3,-3,0,10,46,42,70,42,20,-3,57,29,60,50,18,48,128,114,46,57,37,-3,-3,-3,-3,-3,-3
1,339_1,RADICCHIO ROSSO,"CHICORY, ""RADICCHIO"" TYPE, RED",Cichorium intybus,2008,72,18,77,"1,4",0,"1,4","0,1",0,"0,1",0,"1,6",0,"1,6",3,0,94,"0,3",36,7,180,30,"0,2",8,"0,14","0,3",57,2,"0,08",13,"0,07","0,05",10,"0,3","0,07",13,"1,16","4,8",0,-2,0,-2,"0,57",0,-3,"0,02",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3,"0,05","0,04","0,01",-3,-3,-3,0,12,58,54,89,54,26,-3,72,37,76,64,23,61,163,145,58,73,47,"0,5","1,1",0,-2,0,0
1,340_1,RADICCHIO VERDE,"CHICORY, ""RADICCHIO"" TYPE, GREEN",Cichorium intybus,2008,95,16,67,"1,9",0,"1,9","0,5",0,"0,5",0,"0,5",0,"0,5",1,0,"88,1","7,8",115,14,357,45,"0,4",13,"0,28","0,3",52,2,"0,63",27,"0,06","0,53",46,"0,3","0,02",29,"1,16","4,8",0,542,0,3252,"0,57",0,-3,"0,12",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,"0,01",-3,-3,"0,22","0,19","0,03",-3,-3,-3,0,17,79,73,121,73,35,-3,98,51,103,87,31,82,221,196,79,99,63,"0,2","0,3",0,-2,0,0
1,345_1,SPINACI,SPINACH,Spinacia oleracea,2008,83,35,147,"3,4",0,"3,4","0,7",0,"0,7",0,3,"2,6","0,4","1,9",0,"90,1","2,9",78,100,530,62,"1,43",60,"0,16",1,98,2,"0,6",20,"0,07","0,37",54,"0,4","0,17",150,"0,27","0,1",0,485,0,2910,"1,71",0,-3,"0,07",-3,-3,-3,-3,-3,-3,-3,"0,05",-3,-3,"0,04",-3,-3,"0,42","0,07","0,35",-3,-3,-3,0,53,181,165,323,247,72,55,207,170,207,217,86,215,338,399,176,164,162,"0,1","0,1",0,"0,1",0,0
1,400093_1,CRESCIONE,WATER CRESS,Nasturtium officinalis,2008,62,28,118,3,0,3,1,0,1,0,"0,4",-2,"0,4",3,0,"92,5","2,2",170,49,230,52,"0,7",-3,-3,-3,-3,-3,-3,-3,"0,16","0,06",62,"0,3","0,23",14,-3,-3,-3,420,0,2520,"1,46",0,-3,"0,27",-3,-3,-3,-3,-3,-3,-3,"0,08",-3,-3,"0,06",-3,-3,"0,35","0,12","0,23",-3,-3,-3,0,39,173,121,217,175,26,9,149,82,179,196,52,179,244,248,146,125,78,-3,-3,-3,-3,-3,-3
1,700168_1,ORTICA,NETTLES,Urtica dioica,2008,100,43,180,"5,9",0,"5,9","0,7",0,"0,7",0,"1,3",0,"1,3","4,1",0,83,"4,4",590,1,670,92,"1,7",-3,-3,-3,-3,-3,-3,-3,"0,2","0,15",175,"0,8","0,22",220,-3,-3,-3,358,0,2150,"1,68",0,-3,"0,09",-3,-3,-3,-3,-3,-3,-3,"0,04",-3,-3,"0,04",-3,-3,"0,43","0,07","0,31",-3,-3,-3,"0,05",92,314,286,561,429,125,95,359,295,359,377,149,373,587,692,305,285,281,-3,-3,-3,-3,-3,-3
1,700169_1,RUCOLA,ARUGULA OR ROCKET,Eruca sativa,2008,40,28,116,"2,6",0,"2,6","0,7",0,"0,7",0,"2,1",-2,"2,1","1,6",0,"91,7","1,5",160,27,369,52,"0,4",-3,-3,-3,-3,-3,-3,-3,"0,04","0,09",15,"0,3","0,07",97,-3,-3,-3,237,0,1422,"0,43",0,-3,"0,09",-3,-3,-3,-3,-3,-3,-3,"0,05",-3,-3,"0,05",-3,-3,"0,32","0,13","0,17",-3,-3,-3,"0,02",23,108,100,166,100,48,-3,134,69,142,118,42,113,302,269,108,136,87,-3,-3,-3,-3,-3,-3
1,700485_1,"BIETA, in scatola","SWISS CHARD, canned",,2008,100,29,121,"0,9",0,"0,9","0,1",0,"0,1",0,"5,5",0,"5,5","1,7",0,91,"1,8",15,194,148,17,"0,2",-3,-3,-3,-3,-3,-3,-3,"0,01","0,04",4,"0,2","0,06",30,-3,-3,-3,1,0,6,"0,3",0,-3,"0,02",-3,-3,-3,-3,-3,-3,-3,"0,03",-3,-3,"0,03",-3,-3,"0,05","0,05",-2,-3,-3,-3,0,15,43,28,64,42,12,14,37,35,42,42,23,54,87,179,54,35,47,-3,-3,-3,-3,-3,-3
1,700487_1,"SPINACI, IN SCATOLA","SPINACH, canned",,2008,63,25,104,"2,8",0,"2,8","0,5",0,"0,5",0,"0,8",-2,"0,8","3,1",0,"91,8","1,9",120,200,290,36,"0,5",-3,-3,-3,-3,-3,-3,-3,"0,02","0,05",14,"0,4","0,1",98,-3,-3,-3,576,0,3455,"1,71",0,-3,"0,08",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,"0,01",-3,-3,"0,21","0,03","0,17",-3,-3,-3,"0,01",44,149,136,266,203,59,45,170,140,170,179,71,177,278,329,145,135,133,-3,-3,-3,-3,-3,-3
1,9001_1,"INSALATA, NS","SALAD, unspecified",,2008,81,19,77,"1,5",0,"1,5","0,3",0,"0,3",0,"1,5",0,"1,5","2,1",0,"92,6","2,3","72,6",11,284,34,"0,3",-3,-3,-3,-3,-3,-3,-3,"0,05","0,25",23,"0,4","0,03",56,-3,-3,-3,241,0,1444,"0,59",0,-3,"0,06",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,"0,01",-3,-3,"0,14","0,09","0,04",-3,-3,-3,"0,01",13,63,58,96,58,28,-3,78,40,82,68,24,65,174,155,63,78,50,-3,-3,-3,-3,-3,-3
1,100177_1,"PEPERONI, GIALLI","PEPPERS, SWEET type, YELLOW","Capsicum annuum, cv grossum",2009,88,27,114,"0,9",0,"0,9","0,3",0,"0,3",0,5,"0,1","4,9","0,9",0,93,"0,7",17,30,117,28,"0,2",-3,-3,-3,-3,-3,-3,-3,"0,05","0,07",151,"0,5","0,25",22,-3,-3,-3,139,0,835,"0,6",0,-3,"0,05",-3,-3,-3,-3,-3,-3,-3,"0,02",-3,-3,"0,02",-3,-3,"0,17","0,14","0,03",-3,-3,-3,0,7,33,23,38,46,9,25,26,15,32,30,12,29,189,148,31,33,44,-3,-3,-3,-3,-3,-3
1,100180_1,"POMODORO, CONCENTRATO (sostanza secca 18%)",TOMATO PUREE' (dry matter 18%),,2009,100,55,231,"0,9",0,"0,9","0,4",0,"0,4",0,"11,4",0,"11,4","2,3",0,82,1,15,3,225,31,"0,7",-3,-3,-3,-3,-3,-3,-3,"0,07","0,06",28,"0,9","0,44",54,-3,-3,-3,1083,0,6500,"5,37",0,-3,"0,06",-3,-3,-3,-3,-3,-3,-3,"0,06",-3,-3,"0,06",-3,-3,"0,16","0,16","0,01",-3,-3,-3,0,8,23,18,27,27,6,6,18,13,22,22,15,24,116,411,18,16,25,-3,-3,-3,-3,-3,-3
1,100292_1,"POMODORO, CONCENTRATO (sostanza secca 25%)",TOMATO PUREE' (dry matter 25%),,2009,100,90,379,"4,4",0,"4,4","0,6",0,"0,6",0,"16,4",0,"16,4","2,5",0,75,"1,6",41,172,213,52,"0,8",-3,-3,-3,-3,-3,-3,-3,"0,24","0,19",42,"4,1","0,44",54,-3,-3,-3,2500,0,15000,"5,37",0,-3,"0,09",-3,-3,-3,-3,-3,-3,-3,"0,09",-3,-3,"0,09",-3,-3,"0,24","0,23","0,01",-3,-3,-3,0,40,110,88,132,132,31,31,88,62,106,106,75,119,568,2011,88,79,123,-3,-3,-3,-3,-3,-3
1,19064_1,"POMODORI, SOTT'OLIO","TOMATOES, canned in oil",,2009,100,225,935,"5,1",0,"5,1","14,1",0,"14,1",0,"17,5",0,"17,5","5,8",0,"53,8","2,7",47,266,1565,139,"0,8",-3,-3,-3,-3,-3,-3,-3,"0,19","0,38",102,"3,6","0,32",23,-3,-3,-3,129,0,774,"1,93",0,-3,"1,89",-3,-3,-3,-3,-3,-3,-3,"8,66",-3,-3,"8,53",-3,-3,"2,06","1,98","0,08",-3,-3,-3,0,46,128,102,153,153,36,36,102,71,122,122,87,138,658,2331,102,92,143,-3,-3,-3,-3,-3,-3
1,3001_1,"POMODORO, CONSERVA (sostanza secca 30%)",TOMATO PUREE' (dry matter 30%),,2009,100,100,424,"3,9",0,"3,9","0,4",0,"0,4",0,"20,4",0,"20,4",2,0,70,"2,2",27,20,250,85,"0,7",-3,-3,-3,-3,-3,-3,-3,"0,2","0,1",43,"3,1","0,44",54,-3,-3,-3,217,0,1300,"5,37",0,-3,"0,06",-3,-3,-3,-3,-3,-3,-3,"0,06",-3,-3,"0,06",-3,-3,"0,16","0,16","0,01",-3,-3,-3,0,35,98,78,117,117,27,27,78,55,94,94,66,105,503,1782,78,70,109,-3,-3,-3,-3,-3,-3
1,310_1,CARCIOFI,ARTICHOKE,Cynara scolymus,2009,34,33,137,"2,7",0,"2,7","0,2",0,"0,2",0,"2,5","0,6","1,9","5,5",0,84,1,86,133,376,67,"0,8",-3,-3,-3,-3,-3,-3,-3,"0,06","0,1",12,"0,5","0,03",68,-3,-3,-3,18,0,108,"0,19",0,-3,"0,05",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,"0,01",-3,-3,"0,08","0,06","0,02",-3,-3,-3,0,17,122,121,196,81,43,38,115,69,150,169,39,144,413,300,127,136,139,-3,-3,-3,-3,-3,-3
1,311_1,CARDI,CARDOON,Cynara cardunculus,2009,70,13,53,"0,6",0,"0,6","0,1",0,"0,1",0,"1,7","0,2","1,5","1,5",0,"94,3","0,2",96,23,293,11,"0,17",-3,-3,-3,-3,-3,-3,-3,"0,02","0,04",4,"0,2","0,04",28,-3,-3,-3,-2,0,-2,"0,19",0,-3,"0,01",-3,-3,-3,-3,-3,-3,-3,"0,02",-3,-3,"0,02",-3,-3,"0,04","0,04",0,-3,-3,-3,0,4,27,27,44,18,10,8,26,15,33,38,9,32,92,67,28,30,31,-3,-3,-3,-3,-3,-3
1,318_1,CETRIOLI,CUCUMBER,Cucumis sativus,2009,77,15,64,"0,7",0,"0,7","0,5",0,"0,5",0,"1,8",0,"1,8","0,6",0,"96,5","0,3",16,13,140,17,"0,09",-3,-3,-3,-3,-3,-3,-3,"0,02","0,03",11,"0,6","0,04",9,-3,-3,-3,-2,0,-2,"0,07",0,-3,"0,17",-3,-3,-3,-3,-3,-3,-3,"0,01",-3,-3,"0,01",-3,-3,"0,23","0,12","0,11",-3,-3,-3,0,5,19,21,29,29,6,4,19,11,22,45,10,24,42,199,24,15,20,-3,-3,-3,-3,-3,-3
